event_id,player_name_odds,player_key,line_points,line,commence_time,event_home_team,event_away_team,over_price,under_price,all_bookmaker_titles,bookmaker_count,person_id,team_id,q10,q50,q90,selection_side,selection_distance,tail_distance,selection_ratio,model_recommendation,pick_odds,is_recommended
0cab123e90bdf5d1d144a7e26ebc339c,Luke Kornet,luke kornet,6.5,6.5,2026-04-26T19:40:00Z,Portland Trail Blazers,San Antonio Spurs,3.0,1.36,Bovada,1.0,1628436,1610612759,-0.049371235,3.3614714,9.918263,,3.13852858543396,3.4182634353637695,,under,,False
0cab123e90bdf5d1d144a7e26ebc339c,Robert Williams,robert williams,5.5,5.5,2026-04-26T19:40:00Z,Portland Trail Blazers,San Antonio Spurs,1.45,2.65,Bovada,1.0,,,,,,,,,,push,,False
0cab123e90bdf5d1d144a7e26ebc339c,Robert Williams,robert williams,8.5,8.5,2026-04-26T19:40:00Z,Portland Trail Blazers,San Antonio Spurs,2.4,1.54,Bovada,1.0,,,,,,,,,,push,,False
0cab123e90bdf5d1d144a7e26ebc339c,Robert Williams,robert williams,9.5,9.5,2026-04-26T19:40:00Z,Portland Trail Blazers,San Antonio Spurs,2.9,1.38,Bovada,1.0,,,,,,,,,,push,,False
0cab123e90bdf5d1d144a7e26ebc339c,Scoot Henderson,scoot henderson,11.5,11.5,2026-04-26T19:40:00Z,Portland Trail Blazers,San Antonio Spurs,1.34,3.1,Bovada,1.0,1630703,1610612757,5.823119,13.928503,24.227459,,2.4285030364990234,12.727458953857422,,over,,False
0cab123e90bdf5d1d144a7e26ebc339c,Scoot Henderson,scoot henderson,12.5,12.5,2026-04-26T19:40:00Z,Portland Trail Blazers,San Antonio Spurs,1.48,2.55,Bovada,1.0,1630703,1610612757,5.823119,13.928503,24.227459,,1.4285030364990234,11.727458953857422,,over,,False
0cab123e90bdf5d1d144a7e26ebc339c,Scoot Henderson,scoot henderson,16.5,16.5,2026-04-26T19:40:00Z,Portland Trail Blazers,San Antonio Spurs,2.35,1.56,Bovada,1.0,1630703,1610612757,5.823119,13.928503,24.227459,,2.5714969635009766,7.727458953857422,,under,,False
0cab123e90bdf5d1d144a7e26ebc339c,Scoot Henderson,scoot henderson,17.5,17.5,2026-04-26T19:40:00Z,Portland Trail Blazers,San Antonio Spurs,2.7,1.43,Bovada,1.0,1630703,1610612757,5.823119,13.928503,24.227459,,3.5714969635009766,6.727458953857422,,under,,False
0cab123e90bdf5d1d144a7e26ebc339c,Stephon Castle,stephon castle,14.5,14.5,2026-04-26T19:40:00Z,Portland Trail Blazers,San Antonio Spurs,1.38,2.9,Bovada,1.0,1642264,1610612759,7.376091,15.374102,25.127283,,0.8741016387939453,10.627283096313477,,over,,False
0cab123e90bdf5d1d144a7e26ebc339c,Stephon Castle,stephon castle,15.5,15.5,2026-04-26T19:40:00Z,Portland Trail Blazers,San Antonio Spurs,1.5,2.5,Bovada,1.0,1642264,1610612759,7.376091,15.374102,25.127283,,0.1258983612060547,9.627283096313477,,under,,False
0cab123e90bdf5d1d144a7e26ebc339c,Stephon Castle,stephon castle,19.5,19.5,2026-04-26T19:40:00Z,Portland Trail Blazers,San Antonio Spurs,2.3,1.59,Bovada,1.0,1642264,1610612759,7.376091,15.374102,25.127283,,4.125898361206055,5.627283096313477,,under,,False
0cab123e90bdf5d1d144a7e26ebc339c,Stephon Castle,stephon castle,20.5,20.5,2026-04-26T19:40:00Z,Portland Trail Blazers,San Antonio Spurs,2.65,1.45,Bovada,1.0,1642264,1610612759,7.376091,15.374102,25.127283,,5.125898361206055,4.627283096313477,,under,,False
0cab123e90bdf5d1d144a7e26ebc339c,Stephon Castle,stephon castle,21.5,21.5,2026-04-26T19:40:00Z,Portland Trail Blazers,San Antonio Spurs,3.05,1.36,Bovada,1.0,1642264,1610612759,7.376091,15.374102,25.127283,,6.125898361206055,3.6272830963134766,,under,,False
0cab123e90bdf5d1d144a7e26ebc339c,Toumani Camara,toumani camara,7.5,7.5,2026-04-26T19:40:00Z,Portland Trail Blazers,San Antonio Spurs,1.33,3.15,Bovada,1.0,1641739,1610612757,5.6506166,13.360838,23.111673,,5.860837936401367,15.611673355102539,,over,,False
